"id","name","businessScope","licenseNum","addDate","lastDate","address","certificateCode","corpCode","description","econType","legalMan","provinces","sourceData","url","validTime","area_id","state","searchpath","money","regTime","startDate","endDate","updateDate","termStart","teamEnd","checkDate","authentication","govCode","city","apprDate","manageState","manageStateCN","moneyType","regNo","regOrganization","regOrganizationNum","assetsInvestment","email","legalManTel","tel","alias"
"35","山东铝业公司第二工程公司","普通货运；建筑施工；轻钢网架、金属屋顶、非标设备、环保设备、采暖设备、散热器、低压开关柜制作、安装；工业机械设备设计、安装、维修、租赁（未经金融监管部门批准，不得从事吸收存款、融资担保、代客理财等金融业务）；机电维修；管道除垢、防腐、维修；楼宇清洗；仪器仪表、电器线路设施安装、维修；自动化仪表生产、销售；销售装饰材料、建材、化工产品（不含危险、监控及易制毒化学品）、钢材、铝锭、氧化铝粉、五金交电、计量器具、工矿机械材料及配件、橡胶制品、石棉制品、水泥；铝合金、化工配件、压机杆、蓬布加工、销售；灯箱设计；清理、堆积、搬运劳务服务；泵车、吊车租赁（未经金融监管部门批准，不得从事吸收存款、融资担保、代客理财等金融业务）；房屋租赁。(（依法须经批准的项目，经相关部门批准后方可开展经营活动）","91370303164276150H","12/7/2016 16:10:47","21/5/2019 18:41:10","张店南定山铝工业路10号甲2",,"91370303164276150H",,"股份合作企业","陈维华","山东省","457739","暂无",,"17",,"380x401x405x706x714x958x1027x","20170000.00","10/2/1988",,,,"10/2/1988",,"22/6/2016",,,,,,,,,,,,"175199474@qq.com",,"0533-2945751",
"36","山东绿通照明电气工程有限公司","城市及道路照明工程安装、设计；LED产品技术研发、销售、安装；五金电器、消防器材销售、安装；幕墙安装工程；建材（不含危险化学品）销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","91371100334422633X","12/7/2016 16:10:48","27/5/2019 10:09:08","山东省日照市经济开发区北京路建材市场12栋1号",,"91371100334422633X",,"有限责任公司(自然人独资)","于相绿","山东省","458509","暂无","15/4/2025","17",,"421x","5800000.00","16/4/2015",,,,"16/4/2015","15/4/2025","28/4/2016",,,,"16/4/2015","1","在营（开业）企业",,"371123200022652","日照市经济开发区市场监督管理局","371123",,"1041606337@qq.com",,"15163331551",
"37","陕西陕煤铜川矿业有限公司","原煤的开采、洗选、销售；煤炭安全生产技术服务；劳务派遣（许可证有效期限至2021年11月6日）；矿山应急救援与技术服务；装卸服务；房产土地、工矿设备、机械设备租赁；废旧物资及设备处理（危险废物和境外可利用废物、废弃电子产品、报废汽车除外）；铁路运输（危险品除外）；道路普通货物运输；物资材料仓储（危险品除外）、装卸；机电、通讯设备的装卸、安装、销售及维修；安全设备、仪器仪表的销售、鉴定与维修；矿山井巷工程；工业与民用建筑；安防工程的设计、安装、调试、维修；电力设备销售与安装；电力通信；电力购销及电力设施承装、承试、承修工程；供配电网的勘察、设计；分布式能源及微电网的施工建设及运营；节能技术供配电网的建设、运营管理业务；煤矿安全救生器材、煤矿设备及支护材料、工矿物资、钢材、铝材、木材、建筑材料、水暖器材、纸制品、风筒、橡胶、润滑油、化工设备及配件、化工原料及产品（易制毒、危险、监控化学品除外）、金属材料及非金属材料、机械电子电器设备及配件、防爆产品及设备、仪器仪表、电线电缆、轴承、五金机电、土特产品的加工与销售；日用百货、劳保用品、办公用品的销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","91610200681590834L","12/7/2016 16:10:50","17/5/2019 15:29:17","陕西省铜川市王益区红旗街11号",,"68159083-4",,"有限责任公司（非自然人投资或控股的法人独资）","王蓬","陕西省","458117","暂无",,"26",,"399x","1609000000.00","31/12/2008",,,,"31/12/2008",,"9/9/2015",,,,"8/11/2018","1","开业",,"610000100170848","铜川市工商行政管理局","610200",,"tckytg@163.com",,"0919-2101481",
"38","西安建工绿色建筑集团有限公司","国内外建筑工程施工总承包、土木工程、管道安装工程、装饰装修工程、消防设施工程、市政公用工程、机电安装工程、土石方工程、钢结构工程、水利水电工程、环保工程、输变电工程、城市道路和桥梁工程、城市园林绿化工程、景观工程、防水防腐保温工程、古建筑工程、地基基础工程、电子与智能化工程、公路工程、城市及道路照明工程的勘察、设计与施工；工程的技术咨询及工程造价咨询服务；钢结构、金属结构和机械设备的加工、制造、安装、销售；建筑工程及市政工程设计；对外承包上述工程业务及派遣实施上述境外工程所需劳务人员。(依法须经批准的项目，经相关部门批准后方可开展经营活动)","916101352206054317","12/7/2016 16:10:51","17/5/2019 15:36:48","西安市莲湖区未央路7号",,"22060543-1",,"有限责任公司（非自然人投资或控股的法人独资）","陈震","陕西省","458440","http://210.12.219.18/jianguanfabuweb/company_details.aspx?corpid=lu%2bXmbANZM616figr8sSRTisprJyZ5oGiYEIGg1pQZ9O0J%2fcuEYwYk2Yd2QtuaTx1B2M2Y8AsgTpgAmY7PhCfhAAAAA%3d",,"24",,"379x702x706x709x715x918x1367x1372x","700000000.00","3/8/1990",,,,"3/8/1990",,"17/11/2015",,,,"25/3/2019","1","开业",,"610100000004554","西安市工商行政管理局","610100",,,,,"西安建工第四建筑有限责任公司"
"39","天津市禄鼎建筑工程有限公司","房屋建筑工程；市政工程；铁路、道路、隧道和桥梁建筑工程；管道工程（取得特种设备安全监察部门许可后经营）；园林绿化工程；土方工程；消防工程；建筑保温工程；水电安装工程；钢结构安装；机电设备安装（特种设备需取得特种设备安全监察部门许可后经营）；劳务服务；物业服务；建筑工程机械及设备租赁。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","91120223566139087A","12/7/2016 16:10:52","26/4/2019 09:02:34","天津市西青区精武镇金牛花园1号楼101室",,"56613908-7",,"有限责任公司(法人独资)","刘恩伟","天津市","458257","暂无","10/1/2031","6",,"407x","120000000.00","11/1/2011",,,,"11/1/2011","10/1/2031","2/8/2016",,,,"11/1/2011","4","注销","人民币","120223000059220","天津市西青区市场和质量监督管理局","120111",,"13821661160@163.com",,"15302183008",
"40","新疆金安电力建设有限公司","电力工程施工总承包叁级；输变电工程专业承包叁级（含电缆工程）；承装类三级、承修类三级、承试类三级（可承担110KV及以下电压等级输（供、受）变电电力设施的安装、维修和试验活动）：水利水电工程、机电设备安装工程、电力通信光缆工程、电力设备防火工程施工；混凝土工程施工；市政、安防工程；路灯安装、维修；电力技术咨询；电力设备和器材的租赁、销售。","91653122599169231D","12/7/2016 16:10:54","24/5/2019 03:17:59","新疆喀什地区疏勒县齐鲁工业园区天山路5号",,"59916923-1",,"有限责任公司(自然人独资)","韦显琼","新疆维吾尔自治区","185127","暂无","18/7/2032","34",,"396x1017x1866x","12000000.00","18/7/2012",,,,"18/7/2012","18/7/2032","20/4/2016",,,,"18/7/2012","1","开业",,"653100051022175","疏勒县市场监督管理局","653122",,"297527246@qq.com",,"15099396602",
"41","新疆绿色建筑股份有限公司","建筑工程施工、环保工程施工、市政工程施工、绿化工程施工、园林工程施工、公路工程施工，电力工程施工，机电工程施工，通信工程施工；钢结构工程施工，地基基础工程施工，防水防腐保温工程施工，消防工程施工，装饰装潢工程施工，建筑幕墙工程施工，城市及道路照明工程施工，输变电工程施工；来料加工；信息技术咨询；物业管理；劳务服务；工程技术开发咨询服务；工程造价咨询服务；会展服务；建筑、景观、室内设计；建筑材料、环保建筑材料、装潢材料、木材及其制品、钢材及制品；机械设备、电梯及零配件、通讯设备（二手手机除外）、家用电器、厨卫用具的销售；场地租赁；房屋租赁；房地产经纪；机电设备安装、起重设备安装；钢结构制作加工、钢结构安装；建筑工程项目管理；货物与技术的进出口业务。","916501003330781483","12/7/2016 16:10:55","17/5/2019 08:48:33","新疆乌鲁木齐市头屯河区八一路788号",,"33307814-8",,"其他股份有限公司(非上市)","刘齐","新疆维吾尔自治区","458169","http://www.xjgcbc.com",,"34",,"381x","50000000.00","8/4/2015",,,,"8/4/2015",,"8/4/2015",,,,"8/4/2015","1","开业",,"650100060001026","乌鲁木齐经济技术开发区（乌鲁木齐市头屯河区）市场监督管理局（食品安全委员会办公室）","650001",,"xiayu@xjgcbc.com.cn",,"0991-3882999",
"42","新疆鸿泰鑫建筑工程有限公司","建筑工程施工,市政工程施工，公路工程施工，园林绿化施工，水利水电工程施工，钢结构工程施工，消防工程施工，施工劳务，装饰装修工程施工，土石方工程施工，防水防腐保温工程施工，机电工程施工，机械设备租赁（不含汽车租赁）；销售：建筑材料，装饰装潢材料。","91650103MA775H2C0T","12/7/2016 16:10:58","30/5/2019 07:13:29","新疆乌鲁木齐市沙依巴克区克拉玛依西街2229号天华广场城市综合体商业办公综合楼1012室",,"91650103MA775H2COT",,"有限责任公司(自然人投资或控股)","李建强","新疆维吾尔自治区","458715","暂无",,"34",,"381x393x408x702x1866x","58000000.00","27/1/2016",,,,"27/1/2016",,"25/7/2016",,,,"27/1/2016","1","开业",,"650103050145508","乌鲁木齐市沙依巴克区市场监督管理局","650103",,"364228917@QQ.com",,"13659929929",
"43","北京杰明照明有限公司","销售五金交电、机械电器设备、金属材料、计算机及外部设备、建筑材料、化工产品及原料（不含化学危险品）、百货、工艺美术品、针纺织品；照明工程设计；房地产信息咨询（不含中介服务）；家居装饰；接受委托从事劳务服务；软件技术开发；专业承包。(依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。)","91110101633699851T","15/8/2016 10:08:46","29/5/2019 19:43:41","北京市东城区小雅宝胡同1号",,"63369985-1",,"有限责任公司(自然人投资或控股)","安小杰","北京市",,"www.jieminglighting.com,","3/5/2048","3",,"421x","10100000.00","4/5/1998",,,,"4/5/1998","3/5/2048","7/12/2015",,,,"4/5/1998","1","开业","人民币","110101005130489","北京市工商行政管理局东城分局","110101",,"wangxinli_0925@126.com",,"010-87366150",
"44","荆州市德鑫市政工程有限公司","城市道路工程、公共广场工程、给排水管道工程、城市生活垃圾处置设施工程、园林绿化工程、园林绿化养护管理工程的施工；园林绿化苗木（不含种苗）、花卉、草坪的培育及销售；建筑防水防腐保温工程、玻璃幕墙工程、室内外装饰装潢工程设计施工；钢结构工程施工；地基基础工程施工；消防工程施工；古建筑工程施工；环保工程施工；模板脚手架专业承包；交通安全设施工程施工；体育设施工程施工；建筑材料销售。（涉及许可经营项目，应取得相关部门许可后方可经营）","91421000MA489CBB33","12/7/2016 16:11:01","30/5/2019 10:27:30","荆州城南开发区四机路南侧1号",,"91421000MA489CBB33",,"有限责任公司(自然人投资或控股)","衡鑫","湖北省","458083","暂无",,"19",,"381x408x702x715x916x1028x","10000000.00","30/3/2016",,,,"30/3/2016",,"30/3/2016",,,,"30/3/2016","1","存续（在营、开业、在册）",,"421000000218477","荆州市工商行政管理局","421000",,"89140187@qq.com",,"0716-8018999",
"45","辽阳红河建筑工程有限公司","房屋建筑工程施工、化工石油设备管道安装工程、管道工程(以资质证书核定的范围为准，并凭资质证经营)。（依法须经批准的项目，经相关部门批准后方可开展经营活动。）","91211004121987462U","12/7/2016 16:11:02","26/4/2019 06:31:14","辽阳市宏伟区丰德园商住4#-3-2",,"91211004121987462U",,"有限责任公司(自然人投资或控股)","陈建华","辽宁省","457113","暂无",,"9",,"380x405x408x702x919x","28180000.00","30/1/2002",,,,"30/1/2002",,"2/3/2016",,,,"30/1/2002","1","存续（在营、开业、在册）","人民币","211000004021544","辽阳市宏伟区市场监督管理局","211004",,"35130826@qq.com",,"0419-2276777",
"46","辽阳辽化建筑安装工程处","房屋建筑工程施工总承包、地基与基础工程专业承包，建筑装修装饰工程专业承包。建筑防水工程专业承包、金属及塑钢门窗工程专业承包（以上项目均须按资质证书核定的范围经营）。（依法须经批准的项目，经相关部门批准后方可开展经营活动。）","91211004122161021L","12/7/2016 16:11:03","28/4/2019 18:05:34","辽阳市宏伟区西环路３３－１号",,"12216102-1",,"股份合作制","王路","辽宁省","457124","暂无",,"9",,"381x702x707x916x958x","6100000.00","22/12/1987",,,,"22/12/1987",,"3/6/2016",,,,"22/12/1987","1","存续（在营、开业、在册）","人民币","211004004002939","辽阳市宏伟区市场监督管理局","211004",,"bosst@sina.com",,"0419-5152718",
"47","本溪永升建筑工程有限公司","工业与民用建筑施工（以建筑业企业资质证书核定的工程承包范围为准，并凭资质证书经营）；建筑机械设备、建筑周转材料、房屋（本企业闲置房屋）租赁；机械配件加工；设备安装维修；土地整理；房地产开发；土石方工程；机电设备安装；环保工程；钢材、水泥、小五金销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动。）","91210505744333668D","12/7/2016 16:11:05","25/4/2019 18:53:25","本溪市南芬区中心街131号",,"91210505744333668D",,"有限责任公司(自然人投资或控股)","那永升","辽宁省","457069","暂无",,"9",,"380x407x702x714x919x1028x","20000000.00","28/3/2002",,,,"28/3/2002","19/1/2017","11/4/2016",,,,"28/3/2002","1","存续（在营、开业、在册）","人民币","210505004011411","本溪市南芬区市场监督管理局","210505",,"114273659@qq.com",,"15174141900",
"48","辽宁建发建筑工程有限公司","房屋建筑工程施工总承包，混凝土预制构件制造，预拌商品混凝土叁级，建筑装饰装修，园林古建筑工程专业承包，生产经营加气混凝土；市政公用工程施工；园林绿化工程施工。（依法须经批准的项目，经相关部门批准后方可开展经营活动。）","91211000121964797G","12/7/2016 16:11:06","27/5/2019 00:16:01","辽阳市白塔区中华大街１４７号",,"91211000121964797G",,"其他有限责任公司","王刚","辽宁省","457077","暂无","14/11/2042","9",,"346x380x408x702x712x","20000000.00","14/11/2002",,,,"14/11/2002","14/11/2042","14/4/2016",,,,"14/11/2002","1","存续（在营、开业、在册）","人民币","211000004037262","辽阳市市场监督管理局","211000",,"zhilan903@163.com",,"0419-3239089",
"49","辽阳文圣集团建筑安装工程有限公司","房屋建筑工程施工总承包贰级;送变电工程专业承包叁级;起重设备安装工程专业承包叁级;房屋拆迁服务；钢结构工程；市政道路工程建筑；建筑装饰业；绿化管理。（依法须经批准的项目，经相关部门批准后方可开展经营活动。）","91211000121960489P","12/7/2016 16:11:08","3/4/2019 08:57:23","辽阳市白塔区新运大街328号",,"91211000121960489P",,"其他有限责任公司","张立新","辽宁省","457091","http://210.12.219.18/jianguanfabuweb/company_details.aspx?corpid=lu%2bXmbANZM616figr8sSRTisprJyZ5oGiYEIGg1pQZ%2b%2fz8kdrknfE6pHpDvekWli1B2M2Y8AsgTpgAmY7PhCfhAAAAA%3d",,"9",,"380x919x1017x","20000000.00","25/3/1999",,,,"25/3/1999","25/3/2019","9/3/2016",,,,"25/3/1999","1","存续（在营、开业、在册）","人民币","211000004005649","辽阳市市场监督管理局","211000",,,,,
"50","大连亿德市政工程有限公司","市政公用工程施工总承包、土石方工程施工、城市及道路照明工程施工；公路工程施工、水利水电工程施工、环保工程施工、钢结构工程施工、建筑工程施工、装修装饰设计及施工、机电设备安装工程、地基基础工程施工、消防设施施工、绿化园林工程设计、施工；模板及脚手架施工；建筑劳务分包作业；环卫设备、环卫车辆、除雪车、清扫工具销售；城市道路和生活垃圾经营性清扫、处理、收集、运输服务；采暖设备安装；机械设备出租；建筑材料、机电产品（不含小轿车）、农副产品、劳保用品、塑料薄膜批发兼零售；普通货运（以上均不含危险化学品及专项审批，以上不含劳务派遣，以上涉及资质的凭资质证经营，涉及许可的取得许可后方可经营）（依法须经批准的项目，经相关部门批准后方可开展经营活动。）","9121020011846242X8","12/7/2016 16:11:09","30/5/2019 10:46:19","辽宁省大连市瓦房店市三台乡东蓝旗村东蓝旗屯一组",,"11846242-X",,"有限责任公司(自然人投资或控股)","姜九峰","辽宁省","457281","暂无","7/7/2024","9",,"381x421x702x707x715x916x965x1028x1866x","20000000.00","14/11/1992",,,,"14/11/1992","7/7/2024","10/10/2014",,,,"14/11/1992","1","存续（在营、开业、在册）","人民币","210200000250978","瓦房店市市场监督管理局","210281",,"suzhonghua659@163.com",,"0411-82484567",
"51","大连市自来水集团给水工程有限公司","市政工程、汽车货运、给水工程施工、安装、维修、租赁施工机具、暖气管道安装、电器机械维修、建筑工程机械及空压机租赁、土木工程建筑；地热安装；机电设备安装工程施工；承装（修、试）电力设施；机电设备安装、维修、检测的技术开发、技术转让、技术服务；电气设备及避雷设施检测技术服务；安全技术防范系统工程的设计、施工与维护；电子与智能化工程施工；（以下限分公司）土石方运输、汽车小修、水泥混凝土制品加工；地基与基础工程施工；景点观光服务；餐饮服务；住宿；国内一般贸易；场地出租。（依法须经批准的项目，经相关部门批准后方可开展经营活动。）","912102007169725188","12/7/2016 16:11:10","23/5/2019 09:57:16","辽宁省大连市西岗区高尔基路４２号",,"912102007169725188",,"其他有限责任公司","初永生","辽宁省","457207","暂无","28/1/2032","9",,"707x","28250000.00","11/4/2000",,,,"11/4/2000","28/1/2032","9/5/2016",,,,"11/4/2000","1","存续（在营、开业、在册）","人民币","210200000076438","大连市西岗区市场监督管理局","210203",,"ZLSGSGC@163.COM",,"0411-83695009",
"52","大连德胜电力发展有限公司","电力设备的研发及销售；工业与民用建筑工程施工、市政公用工程施工、水利水电工程施工、消防设施工程施工、节能与防腐工程施工、建筑智能化工程施工、送变电工程施工；承装、承修、承试电力设施；机电设备安装；防雷工程设计、施工(以上涉及资质的均凭资质经营)；国内一般贸易、装修装饰、建筑幕墙、特种专业工程施工；道路照明工程施工;管道设备安装;隧道工程施工;环保工程施工（依法须经批准的项目，经相关部门批准后方可开展经营活动。）","912102816870616341","12/7/2016 16:11:12","30/5/2019 08:49:55","辽宁省瓦房店市金栾路67号铁东办事处办公楼",,"68706163-4",,"有限责任公司(自然人投资或控股)","李如朋","辽宁省","457192","暂无","20/4/2039","9",,"381x408x707x958x1017x","60000000.00","21/4/2009",,,,"21/4/2009","20/4/2039","11/6/2015",,,,"21/4/2009","1","存续（在营、开业、在册）","人民币","210200000225531","瓦房店市市场监督管理局","210281",,"dldesheng@vip.163.com",,"13795124530",
"53","葫芦岛市金岛建设有限责任公司","房屋建筑施工总承包、市政工用工程施工总承包、电力工程施工总承包、机电安装工程施工总承包、建筑智能化工程专业承包、城市及道路照明工程专业承包；水利水电工程施工总承包、土石方工程专业承包、钢结构工程专业承包、防腐保温工程专业承包、管道工程专业承包、建筑装饰装修工程专业承包、公路工程建筑、古建筑工程服务、环保工程服务、室外体育设施工程施工、电力输送设施施工、园林绿化工程服务；清洗服务；建筑劳务承包。（依法须经批准的项目，经相关部门批准后方可开展经营活动。）","91211400680064066Y","12/7/2016 16:11:13","26/5/2019 17:54:02","葫芦岛市龙港区龙湾街公汽公司材料库",,"91211400680064066Y",,"有限责任公司(自然人投资或控股)","谷勇","辽宁省","457147","暂无",,"9",,"380x381x393x396x407x414x421x702x709x712x715x958x1017x1028x1866x","20100000.00","9/8/2005",,,,"9/8/2005","9/8/2018","21/3/2016",,,,"5/7/2018","1","存续（在营、开业、在册）","人民币","211400000019344","葫芦岛市市场监督管理局","211400",,"HLDJD@126.COM",,"0429-2558341",
"54","宏运建设集团有限公司","建筑工程施工；市政公用工程施工；堤防工程施工；机械设备租赁；劳务服务（仅限国内）。（国家法律法规允许范围内经营，需经相关审批的凭审批件经营。）（依法须经批准的项目，经相关部门批准后方可开展经营活动。）","912114007443402511","12/7/2016 16:11:15","25/5/2019 20:34:05","葫芦岛市龙港区玉皇商城",,"912114007443402511",,"有限责任公司(自然人投资或控股的法人独资)","张新建","辽宁省","457034","暂无","1/1/2023","9",,"380x408x","50000000.00","2/1/2003",,,,"2/1/2003","1/1/2023","11/4/2016",,,,"2/1/2003","1","存续（在营、开业、在册）","人民币","211400000033333","葫芦岛市工商行政管理局","211400",,"56430803@qq.com",,"0429-2191044",
